sv_num,otu_ID,class,order,family,genus,taxon,accession
sv_170,4a97d2b02eb400d30c09c790138eca40,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G17, VTX00114
sv_171,f7326d56afdd16868f31b97e67040f38,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_172,abb789d73f987e92f6c6f93e5ff481a1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_173,1679260edb9331c3cf4f7444038e6580,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_174,93f755172cd08632098273a2fc54efe1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_175,23c00bbf804cf2d657bf93fffa164b0a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_176,1dc3e5b41efd2ffae95c4e0b97a6eb7c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo8, VTX00175
sv_177,dfd53448f81f23769e110f8d82e671f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_178,1c6b3908ce4daf6edb494d67dd1eb37e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_179,8c15f09136ae6b97a8cadfcff7f9469c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_180,0b7958c5b182fae5e0cc9df7120b0982,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU13, VTX00140
sv_181,4de59754f323556c1cb7d219f9becea9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_182,edef33de89868cdb3f4a050b1d239579,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_183,b269178c57f09e9caf5ceaa106d52279,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_184,77b4e0e5cdb3defdffc40156f63310bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_185,78a2181cb5df467432da0c4d3e7c2539,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_186,a7569d05992d2caf5e557b9b1883e376,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_187,c41f4069001e6da1b6a17e95cefc3710,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_188,6e612dc3f460a4e34f2822a25e39a1dc,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_189,aede16ef6825b341ed349f27f2063636,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_190,b3634f45a4ccdf3cb4d8d1c6b2b364da,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_191,731988e8d835da43abdf3655ef7730f5,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_192,d048c8e92236a39c54b0d17f3fd4de87,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus ORVIN GLO4, VTX00278
sv_193,526e8b36d15995fadb620f1af1e9d3a2,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_194,f496b60318bc95c323af6417fc1f72a5,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_195,57bc25ab3e627c2b72c0b11217434898,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_196,0f2987e222b120bc729dbb0b3691642d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo2, VTX00280
sv_197,1c30b29ba78048dbd12c10c32dec28a5,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_198,c83d6fea0d41bdb1ea617517e1052489,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_199,f4d1202082edca48be5e7377e677a17c,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_200,adf5d69c4f37ce9fecc75ce31acd2e48,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Porras-Alfaro03 OTU1, VTX00294
sv_201,21f5e4a9cab8bc16b8feed764e1ed80c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_202,b3746908bc895a83ca94f54ebb1e71be,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_203,54a827a95e60b32ff7761b18ee8532f3,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_204,d4fd084751ad0b995a5f92bb8120bf7a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_205,ea30322d03c5e02bc844daf453983072,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_206,d3155c9851330303298c8bb4e3600831,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_207,2f113020fc07718e6df07b7c200466af,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_208,2ce4fb318681216f34eac3068b03f219,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_209,7f3f26c13d95a3db4f35213c5861d698,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_210,ef9a301b3f50a549b3cf3be759237d37,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_211,37c0a91863d7790692f766b31edb943c,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_212,3920d4c5e6817e0c29940eb3f3179d48,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_213,699b44e27431352da579db4e70966c4d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_214,ba8591e93f3d4f7ad04d0710d021cb0a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_215,20f3b8bfe8c9906d4758bac240559089,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_216,34e99f02aeade0f86a9f1042dbe8e44e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_217,e62b97249716db36efee8f20756f4fcc,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_218,a654aac78dc31cd4f68206fc5fcda2e1,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_219,52f8aed469e0457a571afcc470fb7b24,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_220,72609daac2b3b57a302bc3689c825919,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00165
sv_221,91f2162a46bf86290a9c302fe462285f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_222,71e7d8456f23faf2415afc9c1f42ed49,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_223,8ae3a71a6af32a55870020e46fdc1a43,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_224,b9ce58fa09f3cdf40706b66ed1e17cba,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_225,c1c6182be14bf9a4c95a3aebcdd3d78d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_226,38de7eeba697781668fd43cc4baf47c6,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_227,0821d4d0bbb899b071e8ec0498bf86b9,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora sp., VTX00356
sv_228,97378037372343341a2bee79ce55bb75,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G16, VTX00072
sv_229,1b883a843e4a8d1c01da36de5e8c52c8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_230,2f630db47c452a18eb480206bdf9f2bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00301
sv_231,2eaf2aae05b1f6b98db353fefe0a02fa,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_232,2e653b41a79668a856818f7ec45fe769,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_233,756d767caf751f3c37decd789c1c8a12,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_234,ea10c65ee26bce92726facb7b0a6ea47,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU14, VTX00137
sv_235,52694296d2dfee1a1247bdd07ea6e7c2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_236,b3e22862db64b9205912446bf567caca,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_237,83af21086968b7177e28eb003976282a,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus, Paraglomus IS-Pg1, VTX00446
sv_238,df60441e7406b0d2c3be027b4bf0ef46,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_239,4c2e509a1cf08962b28c3ce5578eebea,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus SS-G1, VTX00448
sv_240,4a93d81ff8c91ad74afb883bce05843d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_241,144cdacfa725b7ed0138c57197d285b9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_242,98794e363a6231bc6ad7629a6c50d38d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato09 A2, VTX00248
sv_243,1ee6c179f765b3700ccc85ea9d5e4ee8,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_244,025f4a989cbd0ca25eca41d106167f1c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_245,54ba2b36918e5e33a3dcef5a333b8656,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G5, VTX00219
sv_246,f811504d29fbe9b1e3304d07a17828b8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_247,668ed511aa57ae90bd0a0ef8b181e0df,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_248,4811a02a61a2741f8c3d48380534f2c6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_249,7ca78d38a43e3f35b36b2889f0f56f77,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_250,e6ac68e5afce28e81a4caf19d5967be3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_251,a62ed46ba1420a82648cefa287e65505,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_252,a13a2e299ffe54995287ecfa68b5c32f,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_253,63cf0a2664bc33a20bb3ad48e5008090,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_254,779113bbc0e2f266ded89e557b30c82e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_255,25496232cf173668d60835379e8bab26,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_256,875c7396a3c8edacf029518f1d7e8eda,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_257,4e026c63b79f3806710375ea9f8ca08b,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_258,856ee7ec9cd39fef5530d67fff1c64c9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_259,53e6a7baa2efd07c35637b50838ea8f2,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora sp.,NA
sv_260,a90976c0b9871c82b6f6a0a1aca19310,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_261,cdf906492d1889c4cb0f1fd5b41faf33,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_262,09acae69b7bae5a86276acc2281250ff,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_263,32271b19c6c536c7314d534598322d5f,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_264,6eb4b49a316f623cb21f26a0d55dae26,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora Scut1, VTX00049
sv_265,67541cfcd3095e11ffb3c1f81df9ca30,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_266,197dc851780028763cfaec27267b599e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_267,cf3d3b69eb0b37559f53481e7fdb081f,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_268,7587c30227522c80d3c536d776974479,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_269,9b0b928a4eeca97284d983cd2ff2ff37,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_270,961ec74bf61d2ab4bc5af3be18cf9134,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_271,b3d9453b8b6f7b30c79443bf2b0faedd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_272,3da54ff2ce11106909d66d60c5991b36,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo59, VTX00276
sv_273,06d540563798489914183874e6e2ba0b,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_274,9805d9788ba088501617efe11168e378,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_275,3fb8b9f8d06a46b7bbf936ade2aaa1a3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_276,6e835f70e4917ff0d70fab9e369c640f,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_277,c02182aacdae81e9ee10338bed2304d1,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_278,356eff866799c467aab34e9947c6fbb8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_279,5631da1f661c86ab203e82be06b1a957,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora sp., VTX00009
sv_280,a80f4edc08e63f8edab2173fa430c72a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU12, VTX00188
sv_281,a7b805211cefc561a19461b13a4d1480,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_282,da186307ba46f659e9bf91e8a4d861a8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_283,df38a2aef10ec39b4663f835ec724cff,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_284,ef1f0ca362e29b7c599ccf6b0ea0037e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_285,8364548a5ac2827d0cb833cfdd7f9318,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_286,5915c4cc50f6f10147fc991038b7037a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_287,22dd174ae675ae9fc249c8ab720350c7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo-D, VTX00103
sv_288,f3b5f801c1021ed0fec9db6421bdddc5,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_289,7a7a89421895cd0c295232b41d690477,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_290,486b756ed8a62fe11ff8b7e0ad445b8d,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_291,02442d57427159988b9c1f8932e8c3ea,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00197
sv_292,fcdd0cd69cf7137207dcb0452446f34f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_293,123ab84e49adddaba010887e613473b9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G16, VTX00072
sv_294,a70a07eecf9558fb2b3daafa7ed8eb75,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_295,a9c02bb60884f6d71d327c24b7cfeb0e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_296,8c7b33438f1cdb36382b7bc94e29942c,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_297,75ec73b36cd3498ee03c814d0f910820,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_298,2863c720f1864a13d6043b70f6990585,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_299,293f3bdaf445b0c728390b06b2e30059,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_300,1a29798c25acba760effd95ad76c0ec7,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_301,40f00bd21274816510afd79896d925ab,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_302,abd32d71afbcf8c603838f57e465a665,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_303,8dc681fb8bd2608ad29acf34be18c523,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_304,a42d783aed9b1e691b74ba4ddaa01c87,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_305,79a1a7c48aba28dcb65011875ea21926,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_306,c603446fcd07f3753f83fe2dbf86c2de,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 E, VTX00088
sv_307,45b0ca48f9db210507525be487b7cca3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_308,8db21249743d21686749e5e1b80686ee,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus, Paraglomus Pa 1, VTX00335
sv_309,bea04d5d5354ea1627ae18cf8b119efc,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_310,f0cec7958ec57b5db0dd3237725aa3bd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_311,92411995060c276c308dc79560a4bfa0,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus, Paraglomus Pa 1, VTX00335
sv_312,e983468a6038af60b1f09ada6cf6847a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 D, VTX00084
sv_313,2ebed559f549d10296c15efd57d8b2d4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_314,6a3728b7ef1b01d4e5f920b69fc205e5,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00301
sv_315,c4efed21e01e7b7f96671a46e00ceb3c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_316,b25835242327e97d473a56c1e9867af2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_317,ddc14431bb2882c6668ef481704af23c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus ORVIN GLO1E, VTX00151
sv_318,f4309928d09eb54666e1afddf5138300,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_319,d9b8b41852a0ccca8281e0059febec1a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_320,18f1ce3acc32fcf26c40eaf07262f26a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_321,3d6a09744b1a8330ea8d2b24926f5f89,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_322,3a1eee95d0b5323bf50d67fe68b00360,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_323,5476fd57b860d323c720999ff6916435,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_324,5d960e46469d7e5c03b1fa3d5c1be6f9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo8, VTX00175
sv_325,40e16f060d9fe8d760a3d84c9820e88c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_326,f357b5fe8e799333bc000ed802480bb6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G5, VTX00219
sv_327,64d0859a4b985b3537b6864094ee5367,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_328,10fad5f870c245cf0463164b49e8a31f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_329,062f972def40a2c067ec19cbffdf3438,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_330,7c225891809ff4fd1b628b150f8bf50a,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_331,2b8fcc042b03a2d61f581314a674cee2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_332,b23e617a59831626c8e6b961340f6d18,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_333,893f01e70d03fc40569f9ac48386bcaa,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_334,c64aeab1ff46a927d19e06b86b8022cb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_335,b6e1d6c3c3762534a1ca5803447747e4,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_336,6085b9f9b1e3f551d8c97566942f3502,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_337,15720844479057271688cb5bb4bf2db7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_338,01d85904b0f78fddb99355552dd9573a,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
