sv_num,otu_ID,class,order,family,genus,taxon,accession
sv_678,e0d06e2b174ef1d070be334a0dfdfeab,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_679,d078e0c8d3242c7e23f9e6a4ac40f3d8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_680,602641cf71e1a00a14f9d2797342de8d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_681,544a0b944aabb095d9e8b3416cecd458,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_682,cfd9d09417f81433b4a95a90b00944c2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_683,25c0acb4c218f6ddd04e572a9cab1c69,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_684,e8afbf2ea4a27be9e654f328b4513d5e,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo59, VTX00276
sv_685,4c9cd17255934809951fb0052d692a0c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G5, VTX00219
sv_686,caafd853e8e73324de3ff4607edc60b5,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_687,8139a14ba1e8eae906bc19796a0f23d3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_688,eb7683fb75558de1b4f50cdddf46da2a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_689,e8c738be9ba791a3894c1c8a44bb36d2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_690,1f0ec0b796ba39ead0e7e3df6e5b05c3,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_691,439eb53365f8831964d443a9f959bc61,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora Acau2, VTX00030
sv_692,86fcb8bbb67cfeb6ee29bbe609f66ac9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_693,72176e35dad65303abd75d820f90802a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_694,0f65aaea564900ddb0213309c0e20573,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_695,32a603f90902d09cba5b72b260d3815b,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora Acau3, VTX00228
sv_696,60181070deab5c251ce83d40a4ed0983,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_697,e02ed1f94a5088d402a5089ed97a13d3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_698,f92bc62c48617b3cd407fadfaebc39fd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_699,6af8e1fc1edec097339970fc5abe0e74,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU6, VTX00202
sv_700,ccb0d38850a6c056ddeb8d48234e5ed1,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_701,dca18aad62f3da407ee6c01954b67677,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_702,6d8ff50b35c15d21da53f2a483dfb780,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_703,4f03ab9fb711cb6d49885577ff96d4ab,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_704,4db97578ac0f1fc70b292804a05a8e06,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_705,64f873c8e3c516cb8701777622d079a6,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora sp., VTX00356
sv_706,51dbc910fca57a0ff5cff5bd3aa4fd97,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_707,ea0f9936073f324ce9c56bac6ab1046e,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_708,8df7aa0461e701f5aed964d0ee2dd63f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_709,95e476f8ff8a3b42817967354a590bf2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_710,e6bea4d022a3f708db7ff01b1da63ab6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_711,829eb3556abdd6bbc9b9aa2ed9dde357,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_712,ad20e186cb75532cfcc8367ba9692659,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_713,58eef984d74c933f37a0c03672d1bfe7,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_714,bd8f1375b6a4c6fc7954599731615aae,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_715,d2a4d6d3cfa6fcec402f313d8034c3fd,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_716,192ba459ed45056abdc9c0f175f6e2c8,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_717,e59f5d1ac448cae3db9ff63906e79771,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_718,baad9ed7ec55b0a799487fc5e10f9cd4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus ORVIN GLO3D, VTX00310
sv_719,52eb4f24a70e080e75714effdeef306b,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_720,410102737abb8cc131162048a7c109a5,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 D, VTX00084
sv_721,5fa71e16f2241ef15688ef0bd2d254fd,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_722,9fb318e5ea50f2472a7644c07fc74d96,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3, VTX00074
sv_723,66b4a64eabb9cafbef3c89d85570640c,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora Acau2, VTX00030
sv_724,f5321eb1e5e734f1aef1ff85ad39f84a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo-I, VTX00107
sv_725,4c3ca99a80f03bd4de404cce8e05751d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_726,3cfa3ab0b737fbf203665a6c50afc29e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_727,ae749f680bb19764dd09876a99b704ef,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_728,3749188b8a0f2287d466fc81964797c6,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_729,8bfd35dd949b06a46abbdf9f650c72f2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_730,46824bd3c09a2246e5866e895140c0a6,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_731,1e9a9e909f63329fa8124ffc567917b0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G27, VTX00160
sv_732,9708fa837ed887f0c7de0127f88199a2,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_733,37d41b9c15509ef0bce91f43548243e6,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_734,644512008129b4adba870c6c120d81ca,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_735,5e9d7dcd1b22a57cac7d8883e658a854,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_736,6d029a71ce84c0d5a2266f594b9d35b2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_737,dadbf9312f73c0cb76e4912520f1665b,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_738,bf6a6441d4dd1b704a66c82dc8f7fd9d,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora castanea, VTX00041
sv_739,67b800d24b6cbed8b758077c0255b1dd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_740,8421e66d62a01fdb976e6aee452681af,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_741,6f08e60e949abec931598fea7ba6a7f3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_742,f452cc3966756887bd307a87001e3f7d,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_743,3fb47df4c84edb958a2e55f662247210,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_744,abf313f000adf56904e4e3bd294db5ec,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_745,a00e0dac4283801ce6a3e7a2c5488bb9,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_746,ecabd7b133d8f233d00d892894c2a5f4,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_747,7c4ec4829c8da63e49c305cbca787afd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_748,f9d6c1c22560bd8fef2f829c7b03c7f2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_749,2e34203f2322d79373aac9707660ef09,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_750,eefc4bdfb862dc8213dad2e36291db66,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_751,861197c75d0bfa1ba553839d8e7cb315,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_752,097543bfd5ecd8d3757cd6b8754fb0f7,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_753,d57868e99811730deb5af2869dcda821,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_754,4a15506b7b25796c59b686974414d291,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_755,97d5d5e878c56b859de16500db02a25c,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_756,c9d249523bb12ffa053a9005c8e79287,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_757,d6ad22f0701f342d48cb5cd0b906f7b7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_758,c145398ab64a97d3a70d357ab5e3ccfa,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_759,01d457ef3a138f4cae3687ea13e0eb53,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_760,2ef61aa1de777986a0efad4bb255adf6,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_761,4f03adf862bfb577a8b7213560ccc179,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_762,28207b4f0b1c09fb5bc8faa6bc01051d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_763,14fa7cc430b55f4304a8d239dc118fff,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus acnaGlo7, VTX00057
sv_764,8d0c013977acdbfce0aec1cced309d22,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_765,29daf882ef0787fd8e17882f109b82dd,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_766,c953e77faa9c5f891a8aa54424676c5a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo-D, VTX00103
sv_767,81ab7a5a6c191b23514cf1228dcc4030,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_768,3ce5e0e0bf14aab0aab3854c649f000d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_769,8d072e6a6a77ba63086c3eff70afc602,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus LER09, VTX00341
sv_770,e9b6613c03dcfd33a26a96b4011f0ff0,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_771,16c2b85d58d4fa22b16030bc44f77eda,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_772,b991dbccef763c8edc3dca517ff71bac,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_773,ec24f425d4aa96059243b8f4b2797d56,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU12, VTX00188
sv_774,42b656f78531e3710aa39ab18da12c8c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00165
sv_775,0686f1b115de15a84e172b64aa690061,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_776,69aa557556a91ab37d5a3975e2929260,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_777,23ec2931636f142777b16564816efd38,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Alguacil10 Glo6, VTX00395
sv_778,1346b02f7fba9db89b620ddcf7b6a6c2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_779,6bc5a992359fc42beaba48f6047897c0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00197
sv_780,bfd59b0a00aae2c7ca4c8a61c6f95be3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_781,3a0931ad72baa041ca825138395eed6c,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_782,1f09d2a44abd2236f26c055f1ad2af79,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora Other1, VTX00005
sv_783,a5fc2e467399f8e3f4fc272f543edf95,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo G8, VTX00340
sv_784,4ca0067b166a8c19caa7a596d27eb896,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_785,073aae269958487058fd321b45dacd26,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_786,6c7b1db7ada01a5caee481356f650ce9,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_787,bc1d1287423ea640fa35202589ef2310,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora sp., VTX00009
sv_788,f9698fe024f9346b01a13964957054f7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU6, VTX00202
sv_789,7ba002fb02fd0cdb29ca22fba12e9315,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_790,ba0a9957ccdcd7865023bf79c3738042,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_791,ee91bcbd74a08c2480ec0e76ab69e267,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora Acau10, VTX00028
sv_792,dc4f08cc310f25ad02743a5a961c15c9,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_793,97f138234a41900f29467c8c0dc99868,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_794,a50f04c4581dba64da358e8d9c45985a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_795,87b2693f86e7facb602ced66da1c1af7,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_796,933f043da555028d60f869ff28b1e63f,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_797,8faa2642ec801c9a28863294eeca1429,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_798,19b48a9a90ea1941a1cb7dc9d9e2651f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_799,7c2234628aeac7cbabaafd3a1c8d0d2e,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_800,64517f18ec798fbaa82312245ade80b0,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_801,981611d2ad29cc6d5d2cc7508f422848,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_802,79640a45489af55e7ec820b53a71f3fd,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_803,66e830b9b66c6e8929d120737f709c33,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_804,018c156c8ad323389cd614ee5744ae19,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_805,6a873db417ac06fbc9db346efe457e5b,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_806,27cc5fb395d22f7e2bf57ec49a3f1535,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_807,6d867cd33cf516898a4ccbe880b5ee7c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_808,412cdfe7a1edd98bbb385c26b1259f23,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora,NA,NA
sv_809,2bf2ce0da1c2575758c7bae8e434a2be,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora Scut1, VTX00049
sv_810,e48f9713903b0605b2839d8270b904e9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_811,534366a79c764c16db183cbc03e97d10,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_812,a8daf5fb78b3cf3b2317130acc9959df,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_813,73aa8627464594157b475c4461a8e828,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_814,8711acec94245fc9ba450adf356cc6b9,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus acnaGlo7, VTX00057
sv_815,0450e25141b6c37c29eb2617b9596c5c,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_816,47a46ea2199fa6cb3ef21e51847004df,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_817,2d2e8779befa84549290f5f4b2b26b5b,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_818,dccb980b8c8af23de63630a0e83977b5,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo54, VTX00216
sv_819,7c06990bb9229acb83f6ae7f25670602,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_820,57bcab92ad762ec4985da19f684616e6,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_821,cdc6ff2eeb78b7fa0b5c567a9a0785b3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_822,4c2a50368c09c27c903297b39d558580,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus, Paraglomus IS-Pg1, VTX00446
sv_823,aee3836745a487feb1eb7cfe49b9add3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_824,75486f70a2f90ca4506d218b37569c53,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora Other1, VTX00005
sv_825,5c953e89e2c97505479bf375baad063a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_826,453d63a8e74328bda0af0b44fae9f37b,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_827,8d393b50e0c324d6702f7a874f7b2943,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_828,50636bf4c034ef26f19977ac9b772c45,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G31, VTX00191
sv_829,3d8c7b8e2c190ab201c5227d0f6b6a5b,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_830,5a0a6a27aecd192c61e0fe70c7c7aacc,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_831,fc8c0d7b24b60530162a14dceb0f081b,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_832,ecf54ab959a264c99d6534e1e27ae90d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_833,0bfc89ca7e04de18837f96ab69238000,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora castanea, VTX00041
sv_834,24474ec2e792299e25e7285b583b88c3,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora MO-A5, VTX00026
sv_835,51d37962f44aac9e88a714b7a2694107,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_836,2853350d05210913ce4d782ba8659c19,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_837,5883690cd5ab82cd56698d73a248f608,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora Scut1, VTX00049
sv_838,44c418ab559ae6713c95dc9658059d26,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_839,589514cac88952d9bd95674d6a6caa54,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora,NA,NA
sv_840,aaa752492e454cd9f9325d9e96706e77,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora castanea, VTX00041
sv_841,43fb2d5d8ca6288feab28b8f744a132e,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora, Scutellospora castanea, VTX00041
sv_842,37f6b51eeeb40dcca7a8a21a016de1fd,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G14, VTX00083
sv_843,e1be4128c7453b21423435ce53d5c910,Glomeromycetes, Diversisporales, Acaulosporaceae, Acaulospora, Acaulospora Acau10, VTX00028
sv_844,4482309ccd19fc4522a075c2a55c5d68,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00234
